timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-06-23T1700,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,13,10,18,8,8,41,41,38,38,5,5,3,3,0.4,0.4
2026-06-23T1700,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,19,19,10,8,6,55,55,46,46,7,5,2,2,0.4,0.3
2026-06-23T1700,2695A,80.2899,41.1684,阿克苏地区,电视台,,44,NA,68,24,35,139,139,120,120,3,9,3,3,0.6,0.7
2026-06-23T1700,2696A,80.2592,41.1541,阿克苏地区,艺术中心,,47,NA,64,31,43,149,149,125,125,5,12,4,4,0.5,0.6
2026-06-23T1700,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,43,27,29,3,9,136,136,122,122,5,6,10,11,0.3,0.3
2026-06-23T1700,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,40,30,27,6,7,127,127,124,114,5,6,9,9,0.5,0.4
2026-06-23T1700,2708A,88.1266,47.8515,阿勒泰地区,市站,,38,33,21,13,3,121,121,119,119,12,7,8,7,0.3,0.2
2026-06-23T1700,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,37,30,19,18,5,118,118,113,113,6,6,6,6,0.4,0.3
2026-06-23T1700,2630A,80.1171,32.4999,阿里地区,阿里监测站,,45,18,9,6,3,142,142,144,144,4,3,6,5,0.3,0.3
2026-06-23T1700,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,49,14,12,7,5,156,156,160,160,8,3,7,5,0.3,0.3
2026-06-23T1700,2644A,109.0088,32.6974,安康市,汉滨区检察院,,26,8,11,3,4,82,82,74,74,4,8,5,7,0.6,0.8
2026-06-23T1700,4054A,109.0324,32.6913,安康市,市邮政管理局,,27,7,10,3,5,84,84,80,80,3,6,3,3,0.5,0.7
2026-06-23T1700,2291A,117.0806,30.5181,安庆市,环科院,,27,11,6,3,3,86,86,81,79,2,2,7,8,0.7,0.7
2026-06-23T1700,2292A,117.0331,30.5118,安庆市,马山宾馆,,27,6,5,3,4,85,85,79,77,4,4,2,2,0.6,0.6
2026-06-23T1700,2294A,116.9897,30.6146,安庆市,安庆大学,,27,6,6,3,3,86,86,81,77,3,2,2,3,0.4,0.4
2026-06-23T1700,3173A,117.0598,30.5351,安庆市,市人大,,26,8,6,3,3,82,82,79,75,8,7,4,4,0.5,0.5
2026-06-23T1700,3123A,105.9408,26.2431,安顺市,凤凰山,,16,14,19,11,14,51,51,56,56,7,7,6,6,0.5,0.6
2026-06-23T1700,3124A,105.9443,26.2567,安顺市,金钟山,,20,NA,18,14,14,54,54,56,56,4,5,5,6,0.5,0.5
2026-06-23T1700,3125A,105.8983,26.248,安顺市,娄家坡,,18,15,16,7,14,57,57,60,60,8,6,12,9,0.6,0.5
2026-06-23T1700,1819A,114.3552,36.1017,安阳市,红庙街,臭氧1小时(O3_1h),60,37,36,20,21,168,168,152,152,2,7,3,5,0.5,0.5
2026-06-23T1700,1820A,114.361,36.0681,安阳市,银杏小区,臭氧1小时(O3_1h),67,24,35,21,24,173,173,155,155,2,8,2,4,0.4,0.5
2026-06-23T1700,3141A,114.3921,36.0879,安阳市,信访局,臭氧1小时(O3_1h),77,31,32,24,25,181,181,163,163,3,8,1,2,0.4,0.3
2026-06-23T1700,3669A,114.4706,36.0634,安阳市,左辅环卫站,臭氧1小时(O3_1h),55,35,50,22,26,164,164,148,148,6,13,2,3,0.4,0.5
2026-06-23T1700,4117A,114.2918,36.0769,安阳市,钢三路198号,,49,23,34,18,21,154,154,142,142,5,9,3,4,0.5,0.5
2026-06-23T1700,1748A,123.0441,41.1201,鞍山市,深沟寺,,31,15,33,7,13,97,97,111,111,5,11,7,7,0.3,0.6
2026-06-23T1700,1749A,123.011,41.0931,鞍山市,太阳城,,31,12,32,7,16,97,97,114,114,9,13,7,9,0.6,0.9
2026-06-23T1700,1750A,123.0483,41.1445,鞍山市,太平,,30,22,36,8,16,96,96,107,107,10,16,8,12,0.6,1.1
2026-06-23T1700,1751A,122.964,41.0968,鞍山市,铁西三道街,,34,15,43,7,20,106,106,122,122,11,23,5,9,0.5,1.1
2026-06-23T1700,1753A,123.0219,41.0822,鞍山市,明达新区,,33,15,29,6,13,103,103,112,112,6,12,4,7,0.4,0.7
2026-06-23T1700,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,,33,14,49,6,20,105,105,118,118,10,25,7,10,0.5,1.1
2026-06-23T1700,2195A,107.4206,40.7609,巴彦淖尔市,附二中,,50,50,43,14,12,105,105,92,92,8,9,10,12,0.4,0.4
2026-06-23T1700,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,,36,34,37,8,10,113,113,98,98,6,8,9,10,0.5,0.5
2026-06-23T1700,1956A,86.1476,41.7529,巴音郭楞蒙古自治州,孔雀公园,,35,19,33,3,9,112,112,108,108,4,5,5,5,0.2,0.2
2026-06-23T1700,1957A,86.1971,41.7166,巴音郭楞蒙古自治州,棉纺厂,,36,30,39,3,11,113,113,110,110,3,6,/,/,/,/
2026-06-23T1700,1958A,86.236,41.7172,巴音郭楞蒙古自治州,经济开发区,,35,28,34,9,11,111,111,111,110,2,3,2,2,0.2,0.2
