timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-06-12T2300,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,30,30,21,3,6,19,19,79,56,7,6,2,2,0.2,0.1
2026-06-12T2300,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,27,27,14,3,6,27,27,75,51,4,6,1,2,0.1,0.1
2026-06-12T2300,2695A,80.2899,41.1684,阿克苏地区,电视台,细颗粒物(PM2.5),64,63,76,42,50,105,105,110,107,7,7,2,2,0.5,0.5
2026-06-12T2300,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),65,70,53,40,40,66,66,109,92,49,19,3,4,0.6,0.6
2026-06-12T2300,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,35,34,40,12,11,110,110,127,123,5,6,7,9,0.2,0.3
2026-06-12T2300,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,36,36,36,6,10,112,112,123,121,3,4,10,11,0.4,0.4
2026-06-12T2300,2708A,88.1266,47.8515,阿勒泰地区,市站,,27,27,39,8,10,61,61,104,101,33,14,7,7,0.3,0.4
2026-06-12T2300,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,25,25,38,3,5,73,73,105,103,18,7,6,6,0.3,0.3
2026-06-12T2300,2630A,80.1171,32.4999,阿里地区,阿里监测站,,47,10,10,10,5,149,149,156,156,6,4,5,2,0.3,0.3
2026-06-12T2300,3192A,80.0906,32.5029,阿里地区,阿里藏医院,NA,NA,10,8,3,3,NA,NA,161,161,1,2,4,5,0.3,0.4
2026-06-12T2300,2644A,109.0088,32.6974,安康市,汉滨区检察院,,19,19,21,9,12,25,25,80,67,12,9,5,5,0.4,0.4
2026-06-12T2300,4054A,109.0324,32.6913,安康市,市邮政管理局,,27,27,24,14,12,27,27,83,67,16,10,13,4,0.5,0.4
2026-06-12T2300,2291A,117.0806,30.5181,安庆市,环科院,,27,26,40,12,27,86,86,136,110,17,36,8,9,0.5,0.6
2026-06-12T2300,2292A,117.0331,30.5118,安庆市,马山宾馆,,23,23,37,14,26,73,73,120,102,29,37,9,11,0.6,0.8
2026-06-12T2300,2294A,116.9897,30.6146,安庆市,安庆大学,,28,25,40,19,27,69,69,129,111,30,23,5,8,0.3,0.5
2026-06-12T2300,3173A,117.0598,30.5351,安庆市,市人大,,32,27,35,13,28,101,101,139,121,15,29,6,6,0.3,0.5
2026-06-12T2300,3123A,105.9408,26.2431,安顺市,凤凰山,,29,29,22,14,15,33,33,76,62,12,7,7,7,0.5,0.4
2026-06-12T2300,3124A,105.9443,26.2567,安顺市,金钟山,,25,25,21,13,15,34,34,78,62,10,6,8,7,0.5,0.5
2026-06-12T2300,3125A,105.8983,26.248,安顺市,娄家坡,,19,19,19,12,15,31,31,78,61,10,4,5,5,0.5,0.4
