timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-02-23T1800,3140A,111.6651,29.0526,常德市,武陵区长庚,颗粒物(PM10),61,72,94,40,48,57,,60,57,7,8,5,7,0.9,0.9
2026-02-23T1800,1196A,119.9524,31.7586,常州市,市监测站,颗粒物(PM10),70,90,97,17,18,89,,92,92,16,13,10,10,0.3,0.4
2026-02-23T1800,1200A,119.9351,31.703,常州市,武进监测站,颗粒物(PM10),67,84,104,14,17,97,,90,90,6,8,7,8,0.5,0.6
2026-02-23T1800,3002A,119.9701,31.813,常州市,行政中心,颗粒物(PM10),77,103,129,17,17,80,,85,85,15,12,5,5,0.5,0.5
2026-02-23T1800,3010A,119.8919,31.7892,常州市,钟楼,颗粒物(PM10),73,96,104,17,17,87,,90,90,17,13,7,8,0.5,0.6
2026-02-23T1800,3429A,119.8595,31.706,常州市,武进经发区,,,93,126,20,23,93,,90,90,5,10,5,6,,0.7
2026-02-23T1800,3430A,119.5812,31.7256,常州市,金坛城区,颗粒物(PM10),67,83,126,25,27,100,,92,92,6,9,6,7,0.5,0.6
2026-02-23T1800,4089A,119.9551,31.863,常州市,崇义南街5-H号,颗粒物(PM10),66,82,107,17,18,82,,87,87,16,13,5,5,0.6,0.6
2026-02-23T1800,2220A,120.4318,41.588,朝阳市,西梁,,38,38,42,14,14,95,,90,90,12,14,5,6,0.7,0.7
2026-02-23T1800,2221A,120.452,41.565,朝阳市,河畔小区,,28,24,28,13,9,89,,84,84,6,9,9,9,0.5,0.6
2026-02-23T1800,2222A,120.4176,41.5648,朝阳市,八里堡,,42,42,30,10,10,82,,77,77,12,13,8,10,0.3,0.4
2026-02-23T1800,3026A,116.6179,23.6608,潮州市,市政府,颗粒物(PM10),77,103,79,31,52,106,,112,112,3,8,4,5,0.5,0.8
2026-02-23T1800,4036A,116.646,23.676,潮州市,金山,颗粒物(PM10),73,96,80,38,56,110,,118,118,8,10,4,3,0.6,0.8
2026-02-23T1800,2476A,113.0348,25.7757,郴州市,市环保局,,33,29,45,23,31,86,,84,84,6,17,4,4,0.2,0.3
2026-02-23T1800,4252A,113.0138,25.8011,郴州市,好美居路49号,,43,,43,30,32,92,,90,90,5,17,5,4,/,/
2026-02-23T1800,1431A,103.9727,30.7242,成都市,金泉两河,,,51,83,,,84,,83,83,12,27,2,14,0.5,0.7
2026-02-23T1800,1432A,104.1423,30.6765,成都市,十里店,颗粒物(PM10),64,77,94,27,64,84,,80,80,5,21,4,6,0.5,0.8
2026-02-23T1800,1433A,104.0594,30.5765,成都市,三瓦窑,颗粒物(PM10),59,68,79,22,65,90,,86,86,2,36,2,3,0.3,0.7
2026-02-23T1800,1434A,104.1122,30.6306,成都市,沙河铺,颗粒物(PM10),64,78,85,25,68,76,,72,72,13,38,4,4,0.4,0.8
2026-02-23T1800,2880A,104.0219,30.6561,成都市,大石西路,颗粒物(PM10),53,55,96,29,74,86,,82,82,9,27,6,7,0.4,0.5
2026-02-23T1800,3136A,104.2724,30.559,成都市,龙泉驿区区政府,颗粒物(PM10),62,73,74,25,61,83,,81,81,4,14,6,7,0.4,0.7
2026-02-23T1800,3357A,104.0028,30.6891,成都市,金博路,颗粒物(PM10),52,53,75,33,58,84,,79,79,13,30,6,12,0.7,1
2026-02-23T1800,3359A,104.056,30.5228,成都市,华阳,颗粒物(PM10),56,61,88,24,78,88,,80,80,11,44,2,3,0.5,0.9
2026-02-23T1800,3488A,104.387954,30.746684,成都市,青石路225号,颗粒物(PM10),76,101,80,30,61,83,,82,82,6,31,3,3,0.3,0.8
2026-02-23T1800,3489A,104.0788,30.4054,成都市,科学城,,45,43,83,31,68,92,,79,79,10,18,7,8,0.6,0.8
2026-02-23T1800,4011A,103.8505,30.6946,成都市,光华大道三段,颗粒物(PM10),59,68,101,32,62,91,,88,88,12,27,4,10,0.4,0.7
2026-02-23T1800,4144A,104.3257,30.6406,成都市,八角井街185号,颗粒物(PM10),85,120,82,26,58,75,,74,74,12,23,4,5,0.4,0.8
2026-02-23T1800,4224A,104.2433276,30.53529463,成都市,鲸龙路1057号,,40,40,86,22,69,89,,87,87,5,25,5,7,0.6,0.9
2026-02-23T1800,1062A,117.9531,40.908,承德市,铁路,,41,41,38,20,11,77,,77,77,10,9,3,2,0.3,0.3
2026-02-23T1800,1063A,117.9397,40.9763,承德市,中国银行,,26,26,44,7,8,74,,75,75,10,7,2,2,0.4,0.3
2026-02-23T1800,4073A,117.9462,40.95,承德市,杏林街1号,,30,30,34,17,13,83,,79,79,5,6,4,3,0.3,0.3
2026-02-23T1800,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,37,20,16,14,13,118,,108,108,2,3,5,4,0.3,0.2
2026-02-23T1800,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,37,37,21,12,13,98,,91,91,4,5,5,5,0.4,0.3
2026-02-23T1800,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),91,131,145,44,52,105,,84,84,3,37,3,4,0.5,0.9
2026-02-23T1800,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),84,118,113,26,28,90,,87,87,5,9,9,9,0.5,0.5
