timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-07-18T2000,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,20,20,21,8,7,36,36,76,66,7,5,4,4,0.6,0.5
2026-07-18T2000,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,18,17,11,11,7,56,56,80,74,5,5,2,3,0.3,0.4
2026-07-18T2000,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),78,88,100,39,51,137,137,145,145,4,13,8,6,0.4,0.6
2026-07-18T2000,2696A,80.2592,41.1541,阿克苏地区,艺术中心,细颗粒物(PM2.5),102,73,80,62,50,149,149,155,155,14,37,5,4,0.2,0.5
2026-07-18T2000,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),87,101,108,25,26,137,137,136,136,4,3,10,10,0.3,0.4
2026-07-18T2000,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),86,100,77,24,24,133,133,126,126,3,3,9,9,0.4,0.4
2026-07-18T2000,2708A,88.1266,47.8515,阿勒泰地区,市站,,39,11,24,3,4,123,123,104,104,14,11,7,7,0.3,0.3
2026-07-18T2000,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,39,9,21,3,4,123,123,100,100,7,7,7,6,0.3,0.3
2026-07-18T2000,2630A,80.1171,32.4999,阿里地区,阿里监测站,,49,13,14,3,3,156,156,178,166,4,4,5,4,0.1,0.1
2026-07-18T2000,3192A,80.0906,32.5029,阿里地区,阿里藏医院,臭氧1小时(O3_1h),55,9,12,3,7,164,164,181,170,1,2,4,4,0.1,0.2
2026-07-18T2000,2644A,109.0088,32.6974,安康市,汉滨区检察院,颗粒物(PM10),73,81,28,29,12,67,67,85,82,10,7,3,3,0.4,0.4
2026-07-18T2000,4054A,109.0324,32.6913,安康市,市邮政管理局,颗粒物(PM10),69,76,30,33,16,71,71,95,90,8,8,1,3,0.7,0.8
2026-07-18T2000,2291A,117.0806,30.5181,安庆市,环科院,,38,NA,22,26,19,76,76,86,84,4,13,8,9,0.8,0.7
2026-07-18T2000,2292A,117.0331,30.5118,安庆市,马山宾馆,,35,25,20,24,19,73,73,85,83,4,17,2,2,0.6,0.5
2026-07-18T2000,2294A,116.9897,30.6146,安庆市,安庆大学,,29,NA,22,20,20,70,70,76,75,2,7,3,4,0.6,0.5
2026-07-18T2000,3173A,117.0598,30.5351,安庆市,市人大,,36,NA,20,25,21,68,68,89,85,2,7,4,6,0.7,0.5
2026-07-18T2000,3123A,105.9408,26.2431,安顺市,凤凰山,,29,NA,14,20,12,89,89,88,88,4,5,6,7,0.5,0.5
2026-07-18T2000,3124A,105.9443,26.2567,安顺市,金钟山,,32,NA,13,22,13,93,93,95,95,4,4,7,8,0.5,0.5
2026-07-18T2000,3125A,105.8983,26.248,安顺市,娄家坡,,35,NA,14,24,12,94,94,95,95,5,4,8,6,0.4,0.4
2026-07-18T2000,1819A,114.3552,36.1017,安阳市,红庙街,,38,27,23,15,20,119,119,138,134,6,8,3,4,0.5,0.7
2026-07-18T2000,1820A,114.361,36.0681,安阳市,银杏小区,,37,35,31,22,21,118,118,138,135,11,10,1,2,0.6,0.6
2026-07-18T2000,3141A,114.3921,36.0879,安阳市,信访局,,42,28,31,17,23,133,133,150,147,3,6,2,3,0.5,0.8
2026-07-18T2000,3669A,114.4706,36.0634,安阳市,左辅环卫站,,33,33,31,15,19,70,70,119,112,18,11,2,3,0.5,0.5
2026-07-18T2000,4117A,114.2918,36.0769,安阳市,钢三路198号,,31,22,26,17,18,99,99,121,118,6,6,1,2,0.6,0.7
