timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-07-22T0000,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,37,37,24,7,8,76,76,136,120,3,4,3,4,0.4,0.4
2026-07-22T0000,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,25,15,13,7,9,78,78,130,119,4,3,3,3,0.2,0.1
2026-07-22T0000,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),109,143,82,61,32,94,94,120,110,9,19,7,8,0.5,0.7
2026-07-22T0000,2696A,80.2592,41.1541,阿克苏地区,艺术中心,细颗粒物(PM2.5),82,90,65,51,38,104,104,135,124,13,30,5,5,0.3,0.5
2026-07-22T0000,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,46,37,41,9,11,145,145,146,144,4,4,10,10,0.4,0.3
2026-07-22T0000,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,45,38,35,3,9,143,143,138,138,3,3,10,9,0.4,0.4
2026-07-22T0000,2708A,88.1266,47.8515,阿勒泰地区,市站,,28,28,22,10,9,79,79,124,114,16,10,7,7,0.5,0.4
2026-07-22T0000,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,31,23,19,8,4,98,98,121,116,9,6,6,6,0.4,0.3
2026-07-22T0000,2630A,80.1171,32.4999,阿里地区,阿里监测站,,35,6,7,3,1,109,109,137,112,4,3,6,5,0.2,0.1
2026-07-22T0000,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,34,7,7,3,3,108,108,137,115,3,1,5,5,0.3,0.2
2026-07-22T0000,2644A,109.0088,32.6974,安康市,汉滨区检察院,,44,44,40,18,17,37,37,122,86,12,8,1,2,0.4,0.4
2026-07-22T0000,4054A,109.0324,32.6913,安康市,市邮政管理局,,44,44,42,20,19,50,50,135,100,13,8,9,4,0.8,0.7
2026-07-22T0000,2291A,117.0806,30.5181,安庆市,环科院,,14,14,13,6,5,30,30,44,33,23,16,8,9,0.6,0.8
2026-07-22T0000,2292A,117.0331,30.5118,安庆市,马山宾馆,,12,9,10,6,5,36,36,41,36,14,12,2,2,0.5,0.6
2026-07-22T0000,2294A,116.9897,30.6146,安庆市,安庆大学,,15,15,17,9,7,22,22,46,33,20,14,4,4,0.5,0.5
2026-07-22T0000,3173A,117.0598,30.5351,安庆市,市人大,,14,9,13,3,6,43,43,47,40,7,8,4,4,0.5,0.7
2026-07-22T0000,3123A,105.9408,26.2431,安顺市,凤凰山,,42,42,32,17,21,63,63,120,98,7,12,10,10,0.6,0.6
2026-07-22T0000,3124A,105.9443,26.2567,安顺市,金钟山,,30,28,26,21,20,73,73,133,110,4,6,13,10,0.5,0.5
2026-07-22T0000,3125A,105.8983,26.248,安顺市,娄家坡,,25,25,28,17,20,72,72,134,111,7,7,10,9,0.4,0.4
2026-07-22T0000,1819A,114.3552,36.1017,安阳市,红庙街,,38,NA,36,26,25,107,107,165,134,6,7,3,4,0.4,0.5
2026-07-22T0000,1820A,114.361,36.0681,安阳市,银杏小区,,33,32,39,20,25,103,103,170,136,12,10,1,2,0.5,0.5
2026-07-22T0000,3141A,114.3921,36.0879,安阳市,信访局,,39,28,38,24,25,122,122,185,150,8,6,2,3,0.7,0.8
2026-07-22T0000,3669A,114.4706,36.0634,安阳市,左辅环卫站,,38,38,44,17,24,74,74,145,107,10,7,2,3,0.6,0.6
2026-07-22T0000,4117A,114.2918,36.0769,安阳市,钢三路198号,,30,22,24,21,25,96,96,150,122,5,4,1,2,0.5,0.6
2026-07-22T0000,1748A,123.0441,41.1201,鞍山市,深沟寺,细颗粒物(PM2.5),54,46,34,37,24,81,81,143,110,14,12,8,9,1.2,0.9
2026-07-22T0000,1749A,123.011,41.0931,鞍山市,太阳城,细颗粒物(PM2.5),66,70,44,43,28,86,86,146,110,16,17,9,10,1.8,1
2026-07-22T0000,1750A,123.0483,41.1445,鞍山市,太平,颗粒物(PM10),58,60,41,37,24,85,85,143,114,14,12,8,8,1.3,0.8
2026-07-22T0000,1751A,122.964,41.0968,鞍山市,铁西三道街,颗粒物(PM10),60,64,43,37,26,90,90,151,118,15,14,6,7,1.2,1.1
2026-07-22T0000,1753A,123.0219,41.0822,鞍山市,明达新区,细颗粒物(PM2.5),54,52,36,37,26,95,95,147,113,13,13,6,6,1.4,1.1
2026-07-22T0000,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,颗粒物(PM10),53,54,48,35,29,92,92,150,116,17,20,3,4,1.0,0.9
