timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-07-21T1200,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,NA,NA,12,27,9,7,93,93,48,48,NA,5,4,4,0.4,0.4
2026-07-21T1200,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,29,NA,15,9,8,90,90,52,52,3,4,3,2,0.2,0.2
2026-07-21T1200,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),66,72,78,25,31,62,62,54,54,18,23,6,7,0.7,0.8
2026-07-21T1200,2696A,80.2592,41.1541,阿克苏地区,艺术中心,,49,49,59,16,37,68,68,56,56,34,38,3,5,0.4,0.6
2026-07-21T1200,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,46,14,49,3,12,145,145,139,139,6,5,10,10,0.3,0.3
2026-07-21T1200,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,44,19,43,3,10,138,138,133,133,3,3,9,9,0.4,0.4
2026-07-21T1200,2708A,88.1266,47.8515,阿勒泰地区,市站,,37,19,21,3,7,118,118,94,94,15,10,7,7,0.4,0.4
2026-07-21T1200,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,37,15,20,3,3,118,118,99,97,4,7,6,6,0.3,0.3
2026-07-21T1200,2630A,80.1171,32.4999,阿里地区,阿里监测站,,42,8,14,3,3,132,132,137,136,6,3,5,5,0.2,0.1
2026-07-21T1200,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,43,6,11,3,3,137,137,137,136,2,2,5,4,0.2,0.2
2026-07-21T1200,2644A,109.0088,32.6974,安康市,汉滨区检察院,NA,NA,37,37,15,16,105,105,44,44,NA,9,1,3,NA,0.3
2026-07-21T1200,4054A,109.0324,32.6913,安康市,市邮政管理局,,43,43,40,19,16,117,117,60,60,7,9,3,4,0.8,0.7
2026-07-21T1200,2291A,117.0806,30.5181,安庆市,环科院,,15,14,12,6,5,48,48,29,29,8,15,8,8,0.7,0.7
2026-07-21T1200,2292A,117.0331,30.5118,安庆市,马山宾馆,,13,12,11,8,6,41,41,28,28,5,13,2,2,0.5,0.6
2026-07-21T1200,2294A,116.9897,30.6146,安庆市,安庆大学,NA,NA,NA,15,NA,7,42,42,27,27,11,11,4,4,0.4,0.6
2026-07-21T1200,3173A,117.0598,30.5351,安庆市,市人大,,18,18,12,6,7,49,49,30,30,1,8,4,4,0.5,0.6
2026-07-21T1200,3123A,105.9408,26.2431,安顺市,凤凰山,,37,21,30,21,20,117,117,68,68,5,12,10,9,0.6,0.6
2026-07-21T1200,3124A,105.9443,26.2567,安顺市,金钟山,,41,NA,26,24,19,130,130,86,86,5,6,12,10,0.5,0.5
2026-07-21T1200,3125A,105.8983,26.248,安顺市,娄家坡,NA,NA,29,28,16,18,126,126,79,79,5,7,NA,9,0.3,0.4
2026-07-21T1200,1819A,114.3552,36.1017,安阳市,红庙街,颗粒物(PM10),55,57,38,29,28,144,144,111,111,5,7,3,4,0.4,0.5
2026-07-21T1200,1820A,114.361,36.0681,安阳市,银杏小区,,50,43,46,35,29,148,148,113,113,9,11,3,2,0.5,0.6
2026-07-21T1200,3141A,114.3921,36.0879,安阳市,信访局,臭氧1小时(O3_1h),52,51,39,34,29,161,161,123,123,7,6,3,3,0.9,0.7
2026-07-21T1200,3669A,114.4706,36.0634,安阳市,左辅环卫站,NA,NA,46,47,27,28,131,131,95,95,NA,8,3,3,0.6,0.6
2026-07-21T1200,4117A,114.2918,36.0769,安阳市,钢三路198号,,46,NA,28,32,27,133,133,96,96,3,5,2,2,0.6,0.6
2026-07-21T1200,1748A,123.0441,41.1201,鞍山市,深沟寺,,41,37,29,19,20,130,130,76,76,11,10,8,8,0.9,0.8
2026-07-21T1200,1749A,123.011,41.0931,鞍山市,太阳城,,42,37,33,20,25,133,133,74,74,13,13,10,8,0.9,0.9
2026-07-21T1200,1750A,123.0483,41.1445,鞍山市,太平,,45,45,36,21,22,131,131,84,84,9,10,9,7,0.9,0.8
2026-07-21T1200,1751A,122.964,41.0968,鞍山市,铁西三道街,,43,37,40,21,26,137,137,82,82,8,13,8,6,1.0,1
2026-07-21T1200,1753A,123.0219,41.0822,鞍山市,明达新区,,41,36,31,20,23,131,131,79,79,10,10,6,4,1.0,1
2026-07-21T1200,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,,45,42,47,27,29,142,142,78,78,14,21,5,4,0.8,0.9
2026-07-21T1200,2195A,107.4206,40.7609,巴彦淖尔市,附二中,,44,33,28,16,12,138,138,84,84,8,13,20,15,0.9,0.6
2026-07-21T1200,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,,47,47,41,12,8,132,132,90,90,7,7,15,11,0.9,0.6
2026-07-21T1200,1956A,86.1476,41.7529,巴音郭楞蒙古自治州,孔雀公园,颗粒物(PM10),64,69,56,3,14,111,111,NA,NA,10,8,8,7,0.3,0.3
2026-07-21T1200,1957A,86.1971,41.7166,巴音郭楞蒙古自治州,棉纺厂,颗粒物(PM10),63,68,92,3,31,118,118,96,96,12,19,/,/,/,/
2026-07-21T1200,1958A,86.236,41.7172,巴音郭楞蒙古自治州,经济开发区,,37,32,57,8,24,117,117,100,100,6,10,4,4,0.2,0.3
2026-07-21T1200,3181A,106.776805,31.852614,巴中市,市五中,,47,44,48,23,25,150,150,78,78,11,12,10,10,0.6,0.5
2026-07-21T1200,3183A,106.7419,31.8654,巴中市,圣泉水务公司,臭氧1小时(O3_1h),57,46,44,20,23,165,165,91,91,9,13,10,10,0.7,0.6
2026-07-21T1200,3616A,106.7617,31.8343,巴中市,市中心医院,,50,50,49,24,26,152,152,75,75,10,16,12,11,0.8,0.5
2026-07-21T1200,2235A,122.7909,45.608,白城市,洮北区环保局,,35,33,19,19,12,110,110,81,81,2,3,1,3,0.4,0.3
2026-07-21T1200,2236A,122.8741,45.5725,白城市,市环保局,,37,31,16,22,12,116,116,77,77,4,9,4,4,0.4,0.2
2026-07-21T1200,2231A,126.4219,41.9172,白山市,喜丰,,37,33,40,3,15,117,117,39,39,5,15,14,14,0.6,0.7
2026-07-21T1200,2232A,126.4082,41.9416,白山市,环保局,,38,24,29,9,14,120,120,43,43,8,8,12,11,0.7,0.8
2026-07-21T1200,2647A,104.1727,36.5448,白银市,第三小学,,32,27,48,11,19,102,102,80,80,12,14,13,10,0.4,0.5
2026-07-21T1200,2648A,104.1467,36.5482,白银市,动力公司,,32,24,39,6,18,101,101,78,78,8,9,10,5,0.4,0.5
2026-07-21T1200,2512A,106.6102,23.901,百色市,市监测站,,33,33,27,12,13,75,75,41,41,4,9,7,9,0.4,0.4
2026-07-21T1200,2513A,106.6524,23.8842,百色市,市中心血站,,36,36,32,18,13,84,84,37,37,5,12,7,10,0.6,0.5
2026-07-21T1200,4133A,106.6273,23.8798,百色市,龙景西路,,31,31,31,16,17,87,87,37,37,5,10,12,15,0.4,0.4
2026-07-21T1200,2270A,117.396,32.9389,蚌埠市,工人疗养院,,30,21,16,6,2,93,93,56,56,19,16,8,6,0.2,0.2
2026-07-21T1200,2271A,117.3606,32.9428,蚌埠市,百货大楼,,32,16,10,7,3,102,102,57,57,10,15,9,9,0.6,0.6
2026-07-21T1200,2273A,117.4183,32.8909,蚌埠市,蚌埠学院,,30,9,6,3,1,94,94,66,66,1,5,5,5,0.3,0.3
2026-07-21T1200,2274A,117.3534,32.9672,蚌埠市,淮上区政府,,32,22,11,7,2,102,102,63,59,16,14,8,7,0.3,0.3
2026-07-21T1200,2275A,117.3143,32.8977,蚌埠市,高新区,,28,7,8,3,1,87,87,71,71,4,6,9,9,0.3,0.3
2026-07-21T1200,3715A,117.3091,32.9314,蚌埠市,蚌埠田家炳中学,,32,18,16,3,1,101,101,66,66,2,8,7,7,0.4,0.4
2026-07-21T1200,1585A,109.8761,40.6533,包头市,市环境监测站,颗粒物(PM10),53,54,45,12,20,119,119,63,63,22,32,16,12,0.7,0.7
2026-07-21T1200,1587A,109.9992,40.5843,包头市,包头八中,,38,38,47,10,20,117,117,61,61,15,25,22,19,0.5,0.8
2026-07-21T1200,1589A,109.8641,40.6288,包头市,惠龙物流,,44,44,38,14,20,121,121,67,67,16,23,11,14,0.4,0.5
2026-07-21T1200,1590A,110.0376,40.5546,包头市,东河鸿龙湾,,41,28,33,6,19,129,129,63,63,12,21,18,19,0.3,0.4
2026-07-21T1200,3283A,109.9154,40.5684,包头市,滨河大厦,,43,43,29,21,18,120,120,64,64,19,21,11,12,0.7,0.5
2026-07-21T1200,3419A,109.9449,40.6259,包头市,包头市委党校,,40,24,32,7,17,125,125,61,61,16,33,15,18,0.4,0.7
2026-07-21T1200,3683A,109.8332,40.6577,包头市,昆区政府,,38,35,40,6,19,120,120,63,63,22,35,16,14,0.6,0.8
2026-07-21T1200,1931A,107.0802,34.3129,宝鸡市,竹园沟,NA,NA,NA,28,NA,16,138,138,82,82,5,6,9,7,0.6,0.6
2026-07-21T1200,1933A,107.1429,34.3549,宝鸡市,监测站,臭氧1小时(O3_1h),53,49,42,24,22,162,162,86,86,7,9,11,10,0.5,0.4
2026-07-21T1200,1934A,107.1172,34.3759,宝鸡市,技工学校,NA,NA,NA,45,NA,25,159,159,87,87,6,8,NA,7,0.5,0.5
2026-07-21T1200,1936A,107.2025,34.3518,宝鸡市,文理学院,颗粒物(PM10),53,53,47,28,25,155,155,85,85,12,15,12,9,0.6,0.6
2026-07-21T1200,1937A,107.2396,34.3626,宝鸡市,三迪小学,颗粒物(PM10),70,78,48,30,25,167,167,91,91,12,14,14,5,0.5,0.4
2026-07-21T1200,4155A,107.1721,34.3558,宝鸡市,滨河北路,,47,45,48,24,26,150,150,83,83,4,9,10,7,0.6,0.6
2026-07-21T1200,4308A,107.3898,34.3601,宝鸡市,陈仓区北开路21号,颗粒物(PM10),55,56,56,30,29,157,157,86,86,10,16,13,8,0.5,0.4
2026-07-21T1200,1051A,115.4803,38.8568,保定市,游泳馆,臭氧1小时(O3_1h),52,NA,26,17,19,161,161,98,98,9,9,5,5,0.1,0
2026-07-21T1200,1052A,115.509,38.8895,保定市,华电二区,臭氧1小时(O3_1h),77,13,24,8,14,181,181,106,106,6,8,1,3,0.5,0.5
2026-07-21T1200,1053A,115.4588,38.9037,保定市,接待中心,臭氧1小时(O3_1h),52,29,35,14,18,161,161,104,104,6,6,2,2,0.4,0.3
2026-07-21T1200,1054A,115.4484,38.8344,保定市,地表水厂,,49,24,32,8,14,154,154,90,90,6,8,2,2,0.3,0.2
2026-07-21T1200,3581A,115.3136,38.9511,保定市,满城区生态环境分局,臭氧1小时(O3_1h),52,19,24,13,16,161,161,98,98,3,4,1,2,0.1,0
2026-07-21T1200,3582A,115.4709,38.7628,保定市,清苑区第二中学,,49,21,25,13,15,154,154,94,94,6,12,3,2,0.3,0.3
2026-07-21T1200,3583A,115.6231,39.0223,保定市,徐水物探局,,48,16,19,13,18,151,151,96,96,7,11,2,1,0.3,0.3
2026-07-21T1200,4004A,115.4199,38.8665,保定市,双鹰农机,,49,22,26,17,20,155,155,89,89,3,6,3,2,0.3,0.1
2026-07-21T1200,4034A,115.515,38.8589,保定市,植保所站,臭氧1小时(O3_1h),52,17,34,15,15,161,161,95,95,11,8,3,3,0.1,0.1
2026-07-21T1200,2594A,99.1589,25.1137,保山市,市环境监测站,,25,25,20,8,8,79,79,39,39,8,8,6,6,0.3,0.3
2026-07-21T1200,2595A,99.1616,25.1381,保山市,市环保局,NA,NA,NA,20,NA,9,NA,NA,94,35,NA,5,NA,6,NA,0.3
2026-07-21T1200,1867A,109.1435,21.4085,北海市,海滩公园,,23,23,44,7,14,67,67,66,66,5,3,1,2,0.5,0.5
2026-07-21T1200,1868A,109.0983,21.466,北海市,新市环保局,,20,10,21,3,10,61,61,63,63,7,7,2,2,0.6,0.6
2026-07-21T1200,1869A,109.1775,21.5232,北海市,北海工业园,NA,NA,17,19,3,7,54,54,54,54,NA,8,NA,2,0.6,0.7
2026-07-21T1200,3400A,109.1844,21.4396,北海市,龙潭自来水厂,,16,9,22,3,10,51,51,57,57,6,4,3,3,0.6,0.6
2026-07-21T1200,1001A,116.3611,39.8786,北京市,万寿西宫,,50,23,34,22,24,160,160,88,88,11,14,3,2,0.4,0.4
2026-07-21T1200,1003A,116.4174,39.9289,北京市,东四,,50,32,36,24,25,157,157,96,96,17,18,2,2,0.4,0.4
2026-07-21T1200,1004A,116.4073,39.8858,北京市,天坛,,46,29,40,14,22,146,146,70,70,5,9,2,2,0.6,0.6
2026-07-21T1200,1005A,116.4622,39.9364,北京市,农展馆,,48,31,37,23,25,152,152,84,84,14,18,1,1,0.5,0.5
2026-07-21T1200,1006A,116.3399,39.9293,北京市,官园,,46,37,38,18,26,146,146,69,69,14,20,2,2,0.6,0.6
2026-07-21T1200,1007A,116.2879,39.9613,北京市,海淀万柳,细颗粒物(PM2.5),54,52,38,37,24,116,116,54,54,18,19,2,2,0.5,0.4
2026-07-21T1200,1008A,116.6635,40.1349,北京市,顺义新城,,42,37,32,29,24,125,125,78,78,3,10,2,2,0.5,0.5
2026-07-21T1200,1009A,116.6275,40.327,北京市,怀柔镇,,50,50,25,30,15,120,120,93,93,7,7,3,3,0.5,0.5
2026-07-21T1200,1010A,116.2295,40.217,北京市,昌平镇,,39,35,27,27,18,118,118,64,64,7,16,2,2,0.9,0.8
2026-07-21T1200,1011A,116.3968,39.982,北京市,奥体中心,,37,32,35,23,24,117,117,61,61,9,16,2,2,0.6,0.6
2026-07-21T1200,3418A,116.8336,40.4095,北京市,密云新城,,35,29,16,20,10,109,109,98,94,6,6,3,2,0.5,0.4
2026-07-21T1200,3671A,116.0879,39.9725,北京市,门头沟三家店,,39,37,35,26,22,123,123,56,56,10,16,3,2,0.6,0.5
2026-07-21T1200,3672A,116.1507,39.8246,北京市,丰台云岗,,42,38,36,27,21,134,134,59,59,9,11,3,3,0.4,0.4
2026-07-21T1200,3674A,115.9578,39.7602,北京市,房山燕山,细颗粒物(PM2.5),58,51,39,39,26,113,113,68,68,8,7,1,1,0.5,0.5
2026-07-21T1200,3675A,116.4669,39.7734,北京市,大兴旧宫,,44,16,32,9,18,138,138,83,83,7,14,2,1,0.5,0.6
2026-07-21T1200,3694A,115.9859,40.4562,北京市,延庆石河营,NA,NA,14,19,9,13,118,118,77,77,8,6,3,2,NA,0.3
2026-07-21T1200,3695A,116.6151,40.3052,北京市,怀柔新城,,48,47,24,33,17,107,107,72,72,5,4,2,1,0.8,0.7
2026-07-21T1200,3696A,116.2542,39.8764,北京市,丰台小屯,,41,37,36,22,24,130,130,58,58,9,11,3,3,0.8,0.8
2026-07-21T1200,3697A,116.8399,40.3843,北京市,密云镇,,49,42,18,34,11,101,101,88,85,7,8,2,2,0.6,0.5
2026-07-21T1200,4057A,115.9423,40.4431,北京市,延庆百泉,,41,18,20,12,13,130,130,80,80,3,4,2,1,0.3,0.4
2026-07-21T1200,4058A,116.6598,39.9164,北京市,通州新华,NA,NA,10,30,10,20,147,147,93,93,10,19,4,3,NA,0.5
2026-07-21T1200,4182A,116.1942,39.9158,北京市,石景山八角,,46,46,38,32,24,132,132,72,72,12,13,4,3,0.6,0.5
2026-07-21T1200,4194A,117.078628,40.151726,北京市,平谷新城,,48,48,35,30,25,121,121,59,59,5,7,1,1,0.7,0.6
2026-07-21T1200,1761A,123.8274146,41.31234549,本溪市,大峪,,48,39,34,26,21,151,151,68,68,7,13,6,6,1.0,0.6
2026-07-21T1200,1763A,123.7169,41.3094,本溪市,彩屯,,44,29,35,16,23,139,139,70,70,6,11,7,7,1.4,1
2026-07-21T1200,1764A,123.7672166,41.28649327,本溪市,东明,颗粒物(PM10),59,62,40,39,22,162,162,75,75,13,15,7,5,1.7,0.7
2026-07-21T1200,1765A,123.799345,41.266614,本溪市,新立屯,NA,NA,NA,31,NA,20,157,157,76,76,14,19,14,8,2.3,0.8
2026-07-21T1200,1766A,123.829144,41.336777,本溪市,威宁,,50,37,34,35,21,152,152,63,63,12,15,11,8,1.1,0.7
2026-07-21T1200,2587A,105.287,27.3133,毕节市,八中,,45,26,35,10,16,141,141,65,65,8,17,8,8,0.5,0.5
2026-07-21T1200,2588A,105.3079,27.2987,毕节市,师专,,44,21,36,14,16,138,138,57,57,6,17,8,8,0.5,0.6
2026-07-21T1200,4263A,105.3688,27.3598,毕节市,工业大道,,46,15,21,15,15,147,147,57,57,8,23,9,9,/,/
2026-07-21T1200,1629A,117.9961,37.3604,滨州市,第二水厂,臭氧1小时(O3_1h),72,51,36,40,17,177,177,122,122,6,8,9,8,0.5,0.4
2026-07-21T1200,1630A,117.9789,37.3931,滨州市,北中新校,臭氧1小时(O3_1h),89,48,39,30,17,191,191,128,128,8,12,7,5,0.6,0.5
2026-07-21T1200,3514A,117.9379,37.3959,滨州市,中海酒店,臭氧1小时(O3_1h),85,46,26,33,15,188,188,125,125,6,7,12,9,0.5,0.2
2026-07-21T1200,3515A,117.9381509,37.35547456,滨州市,开发区一中,NA,NA,56,42,32,16,178,178,119,NA,NA,6,15,11,0.4,0.6
2026-07-21T1200,3516A,118.0914,37.6938,滨州市,金海六路,,50,29,31,18,14,159,159,123,123,5,11,7,7,0.5,0.6
2026-07-21T1200,4028A,117.9955,37.3752,滨州市,滨州市西街道办事处,臭氧1小时(O3_1h),78,44,34,30,15,182,182,124,124,4,7,7,5,0.5,0.4
2026-07-21T1200,2311A,115.8071,33.8399,亳州市,污水处理厂,,44,12,20,3,9,139,139,78,78,4,6,2,4,0.4,0.4
2026-07-21T1200,2312A,115.7789,33.8519,亳州市,三国揽胜宫,,43,22,22,3,10,135,135,80,80,4,6,4,4,0.3,0.3
2026-07-21T1200,3332A,115.7631,33.803,亳州市,亳州学院,,45,7,14,3,11,142,142,85,85,3,7,1,2,0.3,0.4
2026-07-21T1200,2693A,82.0482,44.8553,博尔塔拉蒙古自治州,市党校,,42,42,44,3,15,93,93,68,68,8,6,4,4,0.3,0.2
2026-07-21T1200,2694A,82.0805,44.8966,博尔塔拉蒙古自治州,市环保局,,46,46,38,3,10,88,88,69,69,17,10,3,3,0.1,0.1
2026-07-21T1200,1071A,116.8733,38.2922,沧州市,沧县城建局,,44,NA,20,19,16,138,138,105,105,3,5,4,4,0.1,0.1
2026-07-21T1200,1072A,116.8462,38.3189,沧州市,电视转播站,,47,30,34,16,15,150,150,101,101,5,6,1,2,0.1,0.1
