timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-06-15T2300,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,22,22,22,13,11,46,46,70,60,5,6,2,3,0.3,0.2
2026-06-15T2300,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,17,17,12,11,8,51,51,71,61,5,6,2,2,0.3,0.3
2026-06-15T2300,2695A,80.2899,41.1684,阿克苏地区,电视台,细颗粒物(PM2.5),169,173,79,128,39,77,77,126,116,24,10,3,3,0.7,0.6
2026-06-15T2300,2696A,80.2592,41.1541,阿克苏地区,艺术中心,细颗粒物(PM2.5),110,NA,70,70,30,90,90,140,131,28,14,4,4,0.8,0.6
2026-06-15T2300,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,45,37,34,7,10,142,142,156,155,4,5,9,9,0.4,0.3
2026-06-15T2300,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,46,36,33,8,6,145,145,154,154,4,4,10,11,0.4,0.4
2026-06-15T2300,2708A,88.1266,47.8515,阿勒泰地区,市站,,28,28,23,15,4,68,68,110,98,21,11,7,7,0.1,0.1
2026-06-15T2300,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,30,30,21,6,2,85,85,108,104,12,6,7,6,0.3,0.2
2026-06-15T2300,2630A,80.1171,32.4999,阿里地区,阿里监测站,NA,NA,18,13,7,3,126,126,144,132,NA,5,3,2,0.3,0.3
2026-06-15T2300,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,40,16,10,3,3,125,125,144,136,3,1,4,4,0.3,0.3
2026-06-15T2300,2644A,109.0088,32.6974,安康市,汉滨区检察院,,25,21,35,10,20,79,79,96,91,7,8,5,6,0.4,0.5
2026-06-15T2300,4054A,109.0324,32.6913,安康市,市邮政管理局,,25,19,34,10,23,78,78,105,95,4,9,3,6,0.3,0.5
2026-06-15T2300,2291A,117.0806,30.5181,安庆市,环科院,,30,26,30,14,24,93,93,150,124,7,11,9,8,0.7,0.7
2026-06-15T2300,2292A,117.0331,30.5118,安庆市,马山宾馆,,30,24,28,14,24,96,96,147,123,8,10,10,10,0.9,0.9
