timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-06-28T1000,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,27,27,25,10,8,19,19,6,6,6,5,3,3,0.3,0.3
2026-06-28T1000,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,12,NA,9,8,6,20,20,9,9,6,6,2,2,0.2,0.2
2026-06-28T1000,2695A,80.2899,41.1684,阿克苏地区,电视台,,45,45,70,8,16,71,71,109,98,16,8,3,3,0.7,0.6
2026-06-28T1000,2696A,80.2592,41.1541,阿克苏地区,艺术中心,NA,NA,NA,71,NA,22,NA,NA,NA,NA,NA,5,NA,6,NA,0.6
2026-06-28T1000,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),117,164,82,52,27,118,118,115,115,4,3,10,10,0.3,0.3
2026-06-28T1000,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),111,147,85,48,26,113,113,117,116,6,3,9,9,0.5,0.4
2026-06-28T1000,2708A,88.1266,47.8515,阿勒泰地区,市站,,27,23,17,3,2,86,86,85,82,6,8,7,7,0.3,0.3
2026-06-28T1000,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,25,16,14,3,2,78,78,81,78,10,5,6,6,0.4,0.4
2026-06-28T1000,2630A,80.1171,32.4999,阿里地区,阿里监测站,,42,13,12,3,4,133,133,123,123,6,6,5,4,0.3,0.3
2026-06-28T1000,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,41,10,8,3,3,131,131,124,124,4,2,7,7,0.5,0.5
2026-06-28T1000,2644A,109.0088,32.6974,安康市,汉滨区检察院,,31,31,27,16,12,39,39,16,16,7,7,2,2,0.5,0.5
2026-06-28T1000,4054A,109.0324,32.6913,安康市,市邮政管理局,,28,28,26,12,14,49,49,18,18,5,8,1,4,0.6,0.6
