timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-06-28T1400,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,20,14,23,7,7,62,62,32,32,6,5,3,3,0.3,0.3
2026-06-28T1400,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,20,NA,10,7,6,61,61,33,33,5,5,2,2,0.2,0.2
2026-06-28T1400,2695A,80.2899,41.1684,阿克苏地区,电视台,,35,35,68,8,15,101,101,109,88,8,8,3,3,0.7,0.6
2026-06-28T1400,2696A,80.2592,41.1541,阿克苏地区,艺术中心,,38,14,61,12,19,121,121,NA,NA,2,3,4,4,0.6,0.6
2026-06-28T1400,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),114,155,109,60,36,130,130,122,122,2,3,10,10,0.2,0.3
2026-06-28T1400,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),89,104,96,41,31,124,124,119,118,2,3,8,8,0.4,0.4
2026-06-28T1400,2708A,88.1266,47.8515,阿勒泰地区,市站,,40,18,17,3,2,126,126,96,96,7,8,8,7,0.3,0.3
2026-06-28T1400,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,37,16,15,3,2,116,116,90,90,4,5,6,6,0.4,0.4
2026-06-28T1400,2630A,80.1171,32.4999,阿里地区,阿里监测站,,46,8,12,3,4,146,146,144,144,3,5,5,4,0.3,0.3
2026-06-28T1400,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,47,10,9,3,3,148,148,143,143,1,2,7,7,0.5,0.5
2026-06-28T1400,2644A,109.0088,32.6974,安康市,汉滨区检察院,,28,25,27,12,12,87,87,48,48,4,6,2,2,0.4,0.5
2026-06-28T1400,4054A,109.0324,32.6913,安康市,市邮政管理局,,34,26,26,20,14,106,106,56,56,4,8,1,4,0.6,0.6
2026-06-28T1400,2291A,117.0806,30.5181,安庆市,环科院,臭氧1小时(O3_1h),77,44,46,24,35,181,181,126,126,2,25,8,9,0.8,0.8
2026-06-28T1400,2292A,117.0331,30.5118,安庆市,马山宾馆,臭氧1小时(O3_1h),65,44,46,34,37,172,172,124,124,10,28,2,2,0.6,0.5
2026-06-28T1400,2294A,116.9897,30.6146,安庆市,安庆大学,臭氧1小时(O3_1h),106,53,45,24,35,212,212,130,130,8,12,9,5,0.5,0.5
2026-06-28T1400,3173A,117.0598,30.5351,安庆市,市人大,臭氧1小时(O3_1h),98,44,43,27,34,198,198,141,141,4,16,4,5,0.5,0.5
2026-06-28T1400,3123A,105.9408,26.2431,安顺市,凤凰山,,20,17,27,7,13,61,61,58,58,5,8,6,9,0.4,0.4
2026-06-28T1400,3124A,105.9443,26.2567,安顺市,金钟山,,22,16,28,15,20,60,60,57,57,5,6,6,13,0.5,0.5
2026-06-28T1400,3125A,105.8983,26.248,安顺市,娄家坡,,19,19,19,12,14,59,59,57,57,4,5,5,9,0.7,0.7
2026-06-28T1400,1819A,114.3552,36.1017,安阳市,红庙街,臭氧1小时(O3_1h),105,47,46,17,24,210,210,152,152,9,9,6,7,0.5,0.6
2026-06-28T1400,1820A,114.361,36.0681,安阳市,银杏小区,臭氧1小时(O3_1h),107,41,48,21,29,214,214,152,152,2,7,3,5,0.4,0.5
2026-06-28T1400,3141A,114.3921,36.0879,安阳市,信访局,臭氧1小时(O3_1h),109,38,44,29,29,218,218,159,159,7,8,3,5,0.6,0.6
2026-06-28T1400,3669A,114.4706,36.0634,安阳市,左辅环卫站,臭氧1小时(O3_1h),90,42,47,24,25,192,192,136,136,9,13,4,4,0.7,0.8
2026-06-28T1400,4117A,114.2918,36.0769,安阳市,钢三路198号,臭氧1小时(O3_1h),97,28,48,25,29,197,197,144,144,4,10,6,7,0.5,0.7
2026-06-28T1400,1748A,123.0441,41.1201,鞍山市,深沟寺,,46,20,27,9,13,145,145,112,112,7,10,8,8,0.7,0.7
2026-06-28T1400,1749A,123.011,41.0931,鞍山市,太阳城,,46,22,29,8,12,146,146,101,101,12,19,9,9,1.1,0.9
