timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-06-21T2200,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,25,25,20,3,8,44,44,79,76,4,4,3,3,0.3,0.4
2026-06-21T2200,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,17,7,18,6,7,52,52,77,75,6,6,2,2,0.3,0.3
2026-06-21T2200,2695A,80.2899,41.1684,阿克苏地区,电视台,细颗粒物(PM2.5),80,73,37,50,44,94,94,98,98,5,11,3,3,0.7,0.7
2026-06-21T2200,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),82,94,75,45,45,86,86,92,92,14,16,3,3,0.6,0.7
2026-06-21T2200,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,39,39,31,20,9,124,124,132,131,6,6,12,11,0.4,0.3
2026-06-21T2200,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,41,32,29,8,7,131,131,136,136,4,4,9,9,0.5,0.4
2026-06-21T2200,2708A,88.1266,47.8515,阿勒泰地区,市站,,41,38,27,18,5,129,129,128,126,9,7,7,7,0.2,0.2
2026-06-21T2200,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,38,37,35,11,8,119,119,121,119,7,6,6,6,0.3,0.3
2026-06-21T2200,2630A,80.1171,32.4999,阿里地区,阿里监测站,NA,NA,16,13,3,4,NA,NA,179,179,1,1,5,4,0.3,0.3
2026-06-21T2200,3192A,80.0906,32.5029,阿里地区,阿里藏医院,臭氧1小时(O3_1h),67,15,13,3,4,173,173,174,174,1,1,4,4,0.3,0.3
2026-06-21T2200,2644A,109.0088,32.6974,安康市,汉滨区检察院,,22,22,29,9,12,52,52,44,44,6,9,5,5,0.5,0.5
2026-06-21T2200,4054A,109.0324,32.6913,安康市,市邮政管理局,,20,13,23,8,13,63,63,52,52,4,8,2,2,0.5,0.6
2026-06-21T2200,2291A,117.0806,30.5181,安庆市,环科院,,22,15,15,12,11,68,68,97,93,4,15,8,8,0.7,0.8
2026-06-21T2200,2292A,117.0331,30.5118,安庆市,马山宾馆,,20,16,13,10,12,64,64,92,90,10,23,1,1,0.6,0.5
