timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-06-20T1300,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,23,19,24,6,9,71,71,37,33,4,5,3,3,0.2,0.2
2026-06-20T1300,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,22,8,14,6,7,68,68,43,34,4,5,2,2,0.3,0.3
2026-06-20T1300,2695A,80.2899,41.1684,阿克苏地区,电视台,NA,NA,102,64,NA,63,88,88,76,64,3,6,3,3,0.6,0.6
2026-06-20T1300,2696A,80.2592,41.1541,阿克苏地区,艺术中心,细颗粒物(PM2.5),116,NA,50,77,55,69,69,NA,NA,6,14,4,4,0.8,0.7
2026-06-20T1300,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,35,31,82,10,28,110,110,86,86,2,4,10,10,0.3,0.4
2026-06-20T1300,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,33,30,72,7,25,104,104,83,83,4,4,8,8,0.4,0.5
2026-06-20T1300,2708A,88.1266,47.8515,阿勒泰地区,市站,,41,31,29,3,3,130,130,114,108,11,7,7,7,0.2,0.1
2026-06-20T1300,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,39,24,27,3,5,124,124,108,104,5,5,6,6,0.3,0.3
2026-06-20T1300,2630A,80.1171,32.4999,阿里地区,阿里监测站,,48,10,12,3,3,151,151,141,141,1,2,4,4,0.3,0.3
2026-06-20T1300,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,45,11,11,3,3,144,144,136,136,1,1,5,5,0.3,0.2
2026-06-20T1300,2644A,109.0088,32.6974,安康市,汉滨区检察院,,31,31,20,18,9,55,55,22,22,9,6,7,5,0.6,0.5
2026-06-20T1300,4054A,109.0324,32.6913,安康市,市邮政管理局,,27,27,19,11,8,62,62,27,27,6,7,2,4,0.6,0.6
2026-06-20T1300,2291A,117.0806,30.5181,安庆市,环科院,,35,24,10,13,7,111,111,76,76,3,4,8,8,0.8,0.7
