timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-06-04T1700,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,32,32,42,13,18,66,66,56,56,5,5,7,7,0.3,0.3
2026-06-04T1700,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,36,36,30,13,17,64,64,60,60,5,6,5,5,0.2,0.2
2026-06-04T1700,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),253,387,145,108,36,117,117,117,98,4,7,4,3,0.6,0.7
2026-06-04T1700,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),242,379,137,104,42,120,120,117,92,5,16,3,4,0.4,0.5
2026-06-04T1700,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,42,29,33,3,7,133,133,124,124,4,4,8,8,0.2,0.2
2026-06-04T1700,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,40,12,25,3,6,128,128,118,118,2,3,10,10,0.3,0.3
2026-06-04T1700,2708A,88.1266,47.8515,阿勒泰地区,市站,,33,24,29,9,5,104,104,102,102,7,7,7,7,0.3,0.3
2026-06-04T1700,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,33,28,36,3,7,105,105,98,98,3,6,6,5,0.2,0.2
2026-06-04T1700,2630A,80.1171,32.4999,阿里地区,阿里监测站,,46,9,11,3,4,145,145,136,136,4,6,7,8,0.4,0.4
2026-06-04T1700,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,47,6,8,3,3,149,149,140,140,1,3,9,9,0.4,0.4
2026-06-04T1700,2644A,109.0088,32.6974,安康市,汉滨区检察院,,50,39,46,18,28,160,160,120,120,5,9,20,15,0.4,0.6
2026-06-04T1700,4054A,109.0324,32.6913,安康市,市邮政管理局,,50,46,49,27,30,157,157,128,128,8,10,18,13,0.3,0.5
2026-06-04T1700,2291A,117.0806,30.5181,安庆市,环科院,臭氧1小时(O3_1h),64,33,38,30,26,171,171,135,135,5,18,7,7,0.7,0.7
2026-06-04T1700,2292A,117.0331,30.5118,安庆市,马山宾馆,臭氧1小时(O3_1h),60,49,27,30,25,168,168,134,134,7,23,8,8,0.7,0.7
2026-06-04T1700,2294A,116.9897,30.6146,安庆市,安庆大学,臭氧1小时(O3_1h),54,44,31,29,27,163,163,130,130,3,10,3,4,0.6,0.6
2026-06-04T1700,3173A,117.0598,30.5351,安庆市,市人大,臭氧1小时(O3_1h),65,37,28,29,25,172,172,139,139,6,12,3,5,0.6,0.7
2026-06-04T1700,3123A,105.9408,26.2431,安顺市,凤凰山,,39,17,29,14,22,124,124,107,107,5,8,6,8,0.5,0.6
2026-06-04T1700,3124A,105.9443,26.2567,安顺市,金钟山,,40,NA,25,17,21,125,125,107,107,3,6,6,8,0.4,0.5
2026-06-04T1700,3125A,105.8983,26.248,安顺市,娄家坡,NA,NA,NA,23,25,20,NA,NA,74,NA,4,6,9,10,0.4,0.6
2026-06-04T1700,1819A,114.3552,36.1017,安阳市,红庙街,,50,44,57,21,23,158,158,139,139,4,5,3,4,0.3,0.4
2026-06-04T1700,1820A,114.361,36.0681,安阳市,银杏小区,NA,NA,46,53,11,23,164,164,144,144,NA,6,2,3,0.2,0.3
2026-06-04T1700,3141A,114.3921,36.0879,安阳市,信访局,"细颗粒物(PM2.5),臭氧1小时(O3_1h)",64,50,59,42,27,171,171,155,155,8,5,2,2,0.3,0.3
2026-06-04T1700,3669A,114.4706,36.0634,安阳市,左辅环卫站,颗粒物(PM10),55,57,61,22,23,149,149,130,130,7,8,1,2,0.6,0.7
2026-06-04T1700,4117A,114.2918,36.0769,安阳市,钢三路198号,,49,36,57,25,25,156,156,138,138,5,8,4,6,0.5,0.6
2026-06-04T1700,1748A,123.0441,41.1201,鞍山市,深沟寺,,28,6,43,3,22,87,87,76,76,12,17,7,6,0.4,0.6
