timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-05-12T2200,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,28,28,21,7,8,54,54,94,82,6,7,6,6,0.4,0.3
2026-05-12T2200,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,28,28,16,9,9,54,54,89,80,8,7,5,5,0.3,0.3
2026-05-12T2200,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),88,102,213,37,82,116,116,129,128,11,8,3,3,0.5,0.5
2026-05-12T2200,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),80,92,230,41,97,110,110,131,129,15,10,5,4,0.4,0.4
2026-05-12T2200,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),85,99,96,26,25,121,121,145,139,7,8,10,11,0.4,0.3
2026-05-12T2200,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),77,87,80,21,24,115,115,142,136,6,4,9,9,0.4,0.4
2026-05-12T2200,2708A,88.1266,47.8515,阿勒泰地区,市站,颗粒物(PM10),71,79,24,20,4,85,85,87,87,2,4,6,5,0.3,0.4
2026-05-12T2200,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,颗粒物(PM10),70,78,49,19,8,84,84,85,85,3,3,5,5,0.2,0.2
2026-05-12T2200,2630A,80.1171,32.4999,阿里地区,阿里监测站,,35,14,24,3,5,109,109,111,111,1,6,6,7,0.3,0.3
2026-05-12T2200,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,35,16,19,3,4,112,112,114,114,1,2,6,6,0.2,0.2
2026-05-12T2200,2644A,109.0088,32.6974,安康市,汉滨区检察院,颗粒物(PM10),80,91,55,48,35,52,52,77,68,17,13,16,8,0.5,0.4
2026-05-12T2200,4054A,109.0324,32.6913,安康市,市邮政管理局,细颗粒物(PM2.5),78,74,64,49,39,48,48,77,69,17,14,5,10,0.6,0.6
2026-05-12T2200,2291A,117.0806,30.5181,安庆市,环科院,细颗粒物(PM2.5),131,95,53,94,41,21,21,150,116,92,26,11,9,1.0,0.6
2026-05-12T2200,2292A,117.0331,30.5118,安庆市,马山宾馆,NA,NA,105,55,NA,42,4,4,145,99,107,30,8,7,NA,0.8
2026-05-12T2200,2294A,116.9897,30.6146,安庆市,安庆大学,细颗粒物(PM2.5),100,72,52,60,37,74,74,145,123,22,20,6,8,0.7,0.5
2026-05-12T2200,3173A,117.0598,30.5351,安庆市,市人大,细颗粒物(PM2.5),110,97,53,71,39,105,105,156,138,16,15,10,8,0.8,0.6
2026-05-12T2200,3123A,105.9408,26.2431,安顺市,凤凰山,,23,17,29,16,20,50,50,81,61,9,12,6,7,0.7,0.7
2026-05-12T2200,3124A,105.9443,26.2567,安顺市,金钟山,,22,17,26,15,20,44,44,74,54,7,8,6,7,0.6,0.6
2026-05-12T2200,3125A,105.8983,26.248,安顺市,娄家坡,,18,18,28,11,18,51,51,79,55,3,6,5,7,0.6,0.6
2026-05-12T2200,1819A,114.3552,36.1017,安阳市,红庙街,颗粒物(PM10),62,66,86,39,52,116,116,157,139,13,18,5,6,0.6,0.9
2026-05-12T2200,1820A,114.361,36.0681,安阳市,银杏小区,颗粒物(PM10),63,68,78,39,41,114,114,156,139,16,16,7,7,0.4,0.6
